id_document1,id_document2,rules,similarity
43540,None,None,NO_DUPLICATE
43525, | 10915/60487, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
40619, | 10915/48415, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
41809, | 10915/62590, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43073,None,None,NO_DUPLICATE
43539, | 10915/79972, ThesisRule = 0.75 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32746,None,None,NO_DUPLICATE
41751, | 10915/67834, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43497, | 10915/171391, ThesisRule = 0.5 | DoiRule =A |--,DONT_KNOW
43530, | 10915/146615, ThesisRule = 0.5 | DoiRule =A |--,DONT_KNOW
42841, | 10915/85464 | 10915/85470, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |-- GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43162,None,None,NO_DUPLICATE
30870,None,None,NO_DUPLICATE
32496,None,None,NO_DUPLICATE
44151,None,None,NO_DUPLICATE
44152,None,None,NO_DUPLICATE
43200, | 10915/195882, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43163,None,None,NO_DUPLICATE
32862,None,None,NO_DUPLICATE
43239,None,None,NO_DUPLICATE
32600,None,None,NO_DUPLICATE
43211, | 10915/181969, ThesisRule = 0.5 | GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
43510,None,None,NO_DUPLICATE
43500, | 10915/89502, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32726,None,None,NO_DUPLICATE
42879, | 10915/103035, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32512, | 10915/186610, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
42951, | 10915/121381, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32602,None,None,NO_DUPLICATE
41756, | 10915/66004, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43234,None,None,NO_DUPLICATE
32543,None,None,NO_DUPLICATE
43212,None,None,NO_DUPLICATE
32820,None,None,NO_DUPLICATE
32592,None,None,NO_DUPLICATE
32812,None,None,NO_DUPLICATE
43213,None,None,NO_DUPLICATE
32900,None,None,NO_DUPLICATE
41084, | 10915/45408, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43189,None,None,NO_DUPLICATE
43202,None,None,NO_DUPLICATE
43158, | 10915/191611, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43106,None,None,NO_DUPLICATE
43521,None,None,NO_DUPLICATE
32660,None,None,NO_DUPLICATE
32863,None,None,NO_DUPLICATE
32705,None,None,NO_DUPLICATE
32688,None,None,NO_DUPLICATE
32740,None,None,NO_DUPLICATE
43172,None,None,NO_DUPLICATE
43154, | 10915/196874, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43184,None,None,NO_DUPLICATE
43235,None,None,NO_DUPLICATE
41913,None,None,NO_DUPLICATE
32582,None,None,NO_DUPLICATE
32919,None,None,NO_DUPLICATE
32825,None,None,NO_DUPLICATE
43223,None,None,NO_DUPLICATE
32668,None,None,NO_DUPLICATE
32720,None,None,NO_DUPLICATE
32709,None,None,NO_DUPLICATE
32715,None,None,NO_DUPLICATE
32642,None,None,NO_DUPLICATE
43103,None,None,NO_DUPLICATE
32906,None,None,NO_DUPLICATE
32665,None,None,NO_DUPLICATE
32891,None,None,NO_DUPLICATE
39231, | 10915/26425, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
28360, | 10915/43430, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32708,None,None,NO_DUPLICATE
32956,None,None,NO_DUPLICATE
32691,None,None,NO_DUPLICATE
32889,None,None,NO_DUPLICATE
32907,None,None,NO_DUPLICATE
32730,None,None,NO_DUPLICATE
41753, | 10915/68075, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32916,None,None,NO_DUPLICATE
44160,None,None,NO_DUPLICATE
44161,None,None,NO_DUPLICATE
32629,None,None,NO_DUPLICATE
32957,None,None,NO_DUPLICATE
43181,None,None,NO_DUPLICATE
43177,None,None,NO_DUPLICATE
32625,None,None,NO_DUPLICATE
32626,None,None,NO_DUPLICATE
32932,None,None,NO_DUPLICATE
32791,None,None,NO_DUPLICATE
32782,None,None,NO_DUPLICATE
43504, | 10915/68878, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
39970,None,None,NO_DUPLICATE
32622,None,None,NO_DUPLICATE
43545,None,None,NO_DUPLICATE
44153, | 10915/56569, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43550,None,None,NO_DUPLICATE
43514, | 10915/185601, ThesisRule = 0.5 | GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
43126,None,None,NO_DUPLICATE
32694,None,None,NO_DUPLICATE
43506, | 10915/74854, ThesisRule = 0.5 | DoiRule =A |--,DONT_KNOW
43204,None,None,NO_DUPLICATE
32689,None,None,NO_DUPLICATE
43102,None,None,NO_DUPLICATE
32780,None,None,NO_DUPLICATE
32544,None,None,NO_DUPLICATE
43170,None,None,NO_DUPLICATE
43182,None,None,NO_DUPLICATE
32878,None,None,NO_DUPLICATE
43568,None,None,NO_DUPLICATE
43536, | 10915/73342, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32658,None,None,NO_DUPLICATE
39694, | 10915/44074, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32716,None,None,NO_DUPLICATE
32778,None,None,NO_DUPLICATE
42555,None,None,NO_DUPLICATE
32723,None,None,NO_DUPLICATE
41754, | 10915/65183, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32795,None,None,NO_DUPLICATE
43135,None,None,NO_DUPLICATE
32800,None,None,NO_DUPLICATE
32980,None,None,NO_DUPLICATE
32722,None,None,NO_DUPLICATE
32807,None,None,NO_DUPLICATE
32886,None,None,NO_DUPLICATE
32806,None,None,NO_DUPLICATE
32690,None,None,NO_DUPLICATE
32890,None,None,NO_DUPLICATE
43194,None,None,NO_DUPLICATE
43203, | 10915/185442, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32841,None,None,NO_DUPLICATE
32613,None,None,NO_DUPLICATE
43136,None,None,NO_DUPLICATE
32672,None,None,NO_DUPLICATE
32928,None,None,NO_DUPLICATE
32657,None,None,NO_DUPLICATE
32504,None,None,NO_DUPLICATE
32505,None,None,NO_DUPLICATE
32506, | 10915/193920, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32643,None,None,NO_DUPLICATE
41804, | 10915/66776, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43093,None,None,NO_DUPLICATE
32584,None,None,NO_DUPLICATE
43498,None,None,NO_DUPLICATE
32656,None,None,NO_DUPLICATE
43505, | 10915/87623, ThesisRule = 0.5 | GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
32772,None,None,NO_DUPLICATE
32596,None,None,NO_DUPLICATE
32837,None,None,NO_DUPLICATE
32909,None,None,NO_DUPLICATE
42910, | 10915/107403, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
28362, | 10915/47459, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32628,None,None,NO_DUPLICATE
41752,None,None,NO_DUPLICATE
32673,None,None,NO_DUPLICATE
43518, | 10915/69198, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32605,None,None,NO_DUPLICATE
42952, | 10915/122732, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
39470, | 10915/34251, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
31372,None,None,NO_DUPLICATE
30209, | 10915/34910, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32581,None,None,NO_DUPLICATE
32743,None,None,NO_DUPLICATE
32887,None,None,NO_DUPLICATE
32981,None,None,NO_DUPLICATE
32649,None,None,NO_DUPLICATE
32597,None,None,NO_DUPLICATE
32881,None,None,NO_DUPLICATE
43529, | 10915/68121, ThesisRule = 0.5 | DoiRule =A |--,DONT_KNOW
43538, | 10915/129284, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43166,None,None,NO_DUPLICATE
43226,None,None,NO_DUPLICATE
43228,None,None,NO_DUPLICATE
32864,None,None,NO_DUPLICATE
43153, | 10915/196244, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43195,None,None,NO_DUPLICATE
43249, | 10915/180916, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43237,None,None,NO_DUPLICATE
43244,None,None,NO_DUPLICATE
43205, | 10915/186192, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43250, | 10915/189873, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43174,None,None,NO_DUPLICATE
43248,None,None,NO_DUPLICATE
43127,None,None,NO_DUPLICATE
43183,None,None,NO_DUPLICATE
43128,None,None,NO_DUPLICATE
43224,None,None,NO_DUPLICATE
31365,None,None,NO_DUPLICATE
43528, | 10915/73995, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32728,None,None,NO_DUPLICATE
32933,None,None,NO_DUPLICATE
32840,None,None,NO_DUPLICATE
43210, | 10915/185883, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32632,None,None,NO_DUPLICATE
32594,None,None,NO_DUPLICATE
32563,None,None,NO_DUPLICATE
43261,None,None,NO_DUPLICATE
43115,None,None,NO_DUPLICATE
41167, | 10915/50834, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
39697, | 10915/44457, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
39343, | 10915/36746, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32502,None,None,NO_DUPLICATE
32609,None,None,NO_DUPLICATE
32585,None,None,NO_DUPLICATE
32929,None,None,NO_DUPLICATE
43159, | 10915/191614, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43118,None,None,NO_DUPLICATE
28364, | 10915/46281, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43532,None,None,NO_DUPLICATE
32616,None,None,NO_DUPLICATE
32950,None,None,NO_DUPLICATE
32790,None,None,NO_DUPLICATE
39659,None,None,NO_DUPLICATE
32773,None,None,NO_DUPLICATE
32601,None,None,NO_DUPLICATE
32567,None,None,NO_DUPLICATE
32777,None,None,NO_DUPLICATE
32598,None,None,NO_DUPLICATE
32617,None,None,NO_DUPLICATE
32503,None,None,NO_DUPLICATE
32654,None,None,NO_DUPLICATE
32977,None,None,NO_DUPLICATE
32562,None,None,NO_DUPLICATE
32809,None,None,NO_DUPLICATE
43519, | 10915/66424, ThesisRule = 0.5 | DoiRule =A |--,DONT_KNOW
32767,None,None,NO_DUPLICATE
41750, | 10915/67993, ThesisRule = 0.5 | GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
43113,None,None,NO_DUPLICATE
43151,None,None,NO_DUPLICATE
32548,None,None,NO_DUPLICATE
32805,None,None,NO_DUPLICATE
32895,None,None,NO_DUPLICATE
43101,None,None,NO_DUPLICATE
32607,None,None,NO_DUPLICATE
32667,None,None,NO_DUPLICATE
32498,None,None,NO_DUPLICATE
43520,None,None,NO_DUPLICATE
43501, | 10915/128322, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43535, | 10915/73597, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32779,None,None,NO_DUPLICATE
29957, | 10915/183663, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43547,None,None,NO_DUPLICATE
42645,None,None,NO_DUPLICATE
32580,None,None,NO_DUPLICATE
32784,None,None,NO_DUPLICATE
43508, | 10915/68930, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32880,None,None,NO_DUPLICATE
32842,None,None,NO_DUPLICATE
43526, | 10915/118798, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32832,None,None,NO_DUPLICATE
32684,None,None,NO_DUPLICATE
43256,None,None,NO_DUPLICATE
32664,None,None,NO_DUPLICATE
43217,None,None,NO_DUPLICATE
32865,None,None,NO_DUPLICATE
32883,None,None,NO_DUPLICATE
32620,None,None,NO_DUPLICATE
32952,None,None,NO_DUPLICATE
32727,None,None,NO_DUPLICATE
32707,None,None,NO_DUPLICATE
32648,None,None,NO_DUPLICATE
32816,None,None,NO_DUPLICATE
32721,None,None,NO_DUPLICATE
32893,None,None,NO_DUPLICATE
32978,None,None,NO_DUPLICATE
32884,None,None,NO_DUPLICATE
32896,None,None,NO_DUPLICATE
43133,None,None,NO_DUPLICATE
32920,None,None,NO_DUPLICATE
32796,None,None,NO_DUPLICATE
32899,None,None,NO_DUPLICATE
32828,None,None,NO_DUPLICATE
32653,None,None,NO_DUPLICATE
32839,None,None,NO_DUPLICATE
32697,None,None,NO_DUPLICATE
32706,None,None,NO_DUPLICATE
32693,None,None,NO_DUPLICATE
32681,None,None,NO_DUPLICATE
32831,None,None,NO_DUPLICATE
32745,None,None,NO_DUPLICATE
32781,None,None,NO_DUPLICATE
32823,None,None,NO_DUPLICATE
32680,None,None,NO_DUPLICATE
32915,None,None,NO_DUPLICATE
32640,None,None,NO_DUPLICATE
32913,None,None,NO_DUPLICATE
32637,None,None,NO_DUPLICATE
32682,None,None,NO_DUPLICATE
32918,None,None,NO_DUPLICATE
32905,None,None,NO_DUPLICATE
43259,None,None,NO_DUPLICATE
32606,None,None,NO_DUPLICATE
32794,None,None,NO_DUPLICATE
32910,None,None,NO_DUPLICATE
32793,None,None,NO_DUPLICATE
43105,None,None,NO_DUPLICATE
39698, | 10915/39820, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43511, | 10915/68503, ThesisRule = 0.5 | DoiRule =A |--,DONT_KNOW
43507, | 10915/62712, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43214, | 10915/195887, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32647,None,None,NO_DUPLICATE
32692,None,None,NO_DUPLICATE
32701,None,None,NO_DUPLICATE
32771,None,None,NO_DUPLICATE
32583,None,None,NO_DUPLICATE
43459,None,None,NO_DUPLICATE
32882,None,None,NO_DUPLICATE
32827,None,None,NO_DUPLICATE
32949,None,None,NO_DUPLICATE
32835,None,None,NO_DUPLICATE
32930,None,None,NO_DUPLICATE
32769,None,None,NO_DUPLICATE
43109,None,None,NO_DUPLICATE
43165,None,None,NO_DUPLICATE
32663,None,None,NO_DUPLICATE
43496, | 10915/72363, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32552,None,None,NO_DUPLICATE
32569,None,None,NO_DUPLICATE
32774,None,None,NO_DUPLICATE
32838,None,None,NO_DUPLICATE
32897,None,None,NO_DUPLICATE
32834,None,None,NO_DUPLICATE
43130,None,None,NO_DUPLICATE
32651,None,None,NO_DUPLICATE
43553,None,None,NO_DUPLICATE
43148, | 10915/185880, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
41812, | 10915/60968, GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
43544, | 10915/74956, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32513,None,None,NO_DUPLICATE
41807, | 10915/64260, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
44432, | 10915/35108, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32638,None,None,NO_DUPLICATE
43334,None,None,NO_DUPLICATE
32591,None,None,NO_DUPLICATE
32499,None,None,NO_DUPLICATE
32631,None,None,NO_DUPLICATE
39456, | 10915/39883, ThesisRule = 0.5 | GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
41811, | 10915/61687, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32652,None,None,NO_DUPLICATE
39971, | 10915/43630, ThesisRule = 0.5 | DoiRule =A |--,DONT_KNOW
32541,None,None,NO_DUPLICATE
32491,None,None,NO_DUPLICATE
32542, | 10915/45014, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
41207,None,None,NO_DUPLICATE
44148,None,None,NO_DUPLICATE
44149,None,None,NO_DUPLICATE
44150,None,None,NO_DUPLICATE
43523,None,None,NO_DUPLICATE
32755, | 10915/34617, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43512,None,None,NO_DUPLICATE
32750,None,None,NO_DUPLICATE
44530,None,None,NO_DUPLICATE
44531,None,None,NO_DUPLICATE
44532,None,None,NO_DUPLICATE
28357, | 10915/4221, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32587,None,None,NO_DUPLICATE
32765,None,None,NO_DUPLICATE
29956,None,None,NO_DUPLICATE
32564,None,None,NO_DUPLICATE
32494,None,None,NO_DUPLICATE
32650,None,None,NO_DUPLICATE
32804,None,None,NO_DUPLICATE
32645,None,None,NO_DUPLICATE
43098,None,None,NO_DUPLICATE
43548,None,None,NO_DUPLICATE
32698,None,None,NO_DUPLICATE
32500,None,None,NO_DUPLICATE
32586,None,None,NO_DUPLICATE
32547,None,None,NO_DUPLICATE
42780, | 10915/96273, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
42786, | 10915/96273, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32770,None,None,NO_DUPLICATE
43522,None,None,NO_DUPLICATE
43052,None,None,NO_DUPLICATE
42934, | 10915/110034, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
32568,None,None,NO_DUPLICATE
32775,None,None,NO_DUPLICATE
42783, | 10915/68988, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
39417, | 10915/37932, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
42840, | 10915/92581, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43546,None,None,NO_DUPLICATE
32537,None,None,NO_DUPLICATE
32588,None,None,NO_DUPLICATE
32495,None,None,NO_DUPLICATE
32766,None,None,NO_DUPLICATE
32898,None,None,NO_DUPLICATE
43160, | 10915/186963, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43176,None,None,NO_DUPLICATE
43191,None,None,NO_DUPLICATE
32892,None,None,NO_DUPLICATE
30877,None,None,NO_DUPLICATE
30937, | 10915/53110, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
32792,None,None,NO_DUPLICATE
32926,None,None,NO_DUPLICATE
32776,None,None,NO_DUPLICATE
40150, | 10915/47926, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
